,address,price,details,zipcode,lat,lng,zpid,link
488,3605 E Anaheim St UNIT 413,"$2,800/m","3 bds 2 ba 1,104 sqft",90804,33.783062,-118.149753,21221717,https://www.zillow.com/homedetails/3605-E-Anaheim-St-UNIT-413-Long-Beach-CA-90804/21221717_zpid/
489,1127 Ximeno Ave,"$1,800+ ",2 bds ,90804,33.781286,-118.141852,21213828,https://www.zillow.com/homedetails/1127-Ximeno-Ave-Long-Beach-CA-90804/21213828_zpid/
490,726 Elm Ave UNIT 203,"$2,100/m","2 bds 2 ba 1,000 sqft",90813,33.776032,-118.187288,21236956,https://www.zillow.com/homedetails/726-Elm-Ave-UNIT-203-Long-Beach-CA-90813/21236956_zpid/
491,26 10th Pl APT 6,"$3,195/m","2 bds 1 ba 1,046 sqft",90802,33.765043,-118.173361,2082001613,https://www.zillow.com/homedetails/26-10th-Pl-APT-6-Long-Beach-CA-90802/2082001613_zpid/
492,363 Newport Ave UNIT 210,"$1,950/m",1 bd1 ba 650 sqft,90814,33.770381,-118.151644,21225286,https://www.zillow.com/homedetails/363-Newport-Ave-UNIT-210-Long-Beach-CA-90814/21225286_zpid/
493,4244 E 5th St,"$1,650 1"," bd$2,350 2 bds ",90814,33.772341,-118.142792,2109047217,https://www.zillow.com/homedetails/4244-E-5th-St-APT-5-Long-Beach-CA-90814/2109047217_zpid/
496,1110 E 59th St,"$1,295/m",1 bd1 ba 600 sqft,90805,33.861774,-118.178814,2099010358,https://www.zillow.com/homedetails/1110-E-59th-St-Long-Beach-CA-90805/2099010358_zpid/
498,197 E 71st Way # 2,"$1,350/m",1 bd1 ba 410 sqft,90805,33.884792,-118.181723,2081956819,https://www.zillow.com/homedetails/197-E-71st-Way-2-Long-Beach-CA-90805/2081956819_zpid/
499,1010 Orange Ave APT 7,"$1,350/m",1 bd1 ba 610 sqft,90813,33.779367,-118.175973,2107110819,https://www.zillow.com/homedetails/1010-Orange-Ave-APT-7-Long-Beach-CA-90813/2107110819_zpid/
502,4600 E 7th St,"$1,450/m",1 bd1 ba 700 sqft,90804,33.775094,-118.139079,2106449814,https://www.zillow.com/homedetails/4600-E-7th-St-Long-Beach-CA-90804/2106449814_zpid/
503,5217 E Spring St,"$2,800/m","3 bds 1 ba 1,118 sqft",90808,33.810933,-118.131489,21189938,https://www.zillow.com/homedetails/5217-E-Spring-St-Long-Beach-CA-90808/21189938_zpid/
504,1812 E 1st St,"$2,700/m",2 bds 1 ba 905 sqft,90802,33.765626,-118.169741,2115752981,https://www.zillow.com/homedetails/1812-E-1st-St-Long-Beach-CA-90802/2115752981_zpid/
505,828 Orizaba Ave,"$2,600/m","3 bds 2 ba 1,300 sqft",90804,33.777712,-118.156431,21226038,https://www.zillow.com/homedetails/828-Orizaba-Ave-Long-Beach-CA-90804/21226038_zpid/
507,1401 N Greenbrier Rd APT 302,"$2,375/m","2 bds 2 ba 1,100 sqft",90815,33.784709,-118.133728,68994293,https://www.zillow.com/homedetails/1401-N-Greenbrier-Rd-APT-302-Long-Beach-CA-90815/68994293_zpid/
508,1245 E 3rd St APT 4,"$2,095/m",2 bds 2 ba 930 sqft,90802,33.770296,-118.175588,2081738395,https://www.zillow.com/homedetails/1245-E-3rd-St-APT-4-Long-Beach-CA-90802/2081738395_zpid/
509,4211 E 5th St APT 2,"$1,650/m",1 bd1 ba 585 sqft,90814,33.772863,-118.143368,2081739041,https://www.zillow.com/homedetails/4211-E-5th-St-APT-2-Long-Beach-CA-90814/2081739041_zpid/
510,1724 Lemon Ave,"$1,850+ ",2 bds ,90813,33.788876,-118.178189,21234672,https://www.zillow.com/homedetails/1724-Lemon-Ave-Long-Beach-CA-90813/21234672_zpid/
511,325 W 3rd St,"$1,200/m",1 bd1 ba 440 sqft,90802,33.770816,-118.195816,2106285305,https://www.zillow.com/homedetails/325-W-3rd-St-Long-Beach-CA-90802/2106285305_zpid/
512,1310 E Ocean Blvd,"$3,595+ ",2 bds ,90802,33.76493,-118.175569,2103174985,https://www.zillow.com/homedetails/1310-E-Ocean-Blvd-Long-Beach-CA-90802/2103174985_zpid/
513,3516 E 3rd St APT 2,"$1,250/m",Studio1 ba -- sqft,90814,33.767859,-118.150855,2084742035,https://www.zillow.com/homedetails/3516-E-3rd-St-APT-2-Long-Beach-CA-90814/2084742035_zpid/
514,1060 E 6th St APT 1,"$1,150/m",Studio1 ba 260 sqft,90802,33.77384,-118.178432,2081741665,https://www.zillow.com/homedetails/1060-E-6th-St-APT-1-Long-Beach-CA-90802/2081741665_zpid/
515,1332 Stanley Ave # 1332,"$1,850/m",2 bds 1 ba 615 sqft,90804,33.783299,-118.161972,2081784398,https://www.zillow.com/homedetails/1332-Stanley-Ave-1332-Long-Beach-CA-90804/2081784398_zpid/
516,131 Bonito Ave APT 1,"$1,450/m",1 bd1 ba 445 sqft,90802,33.767904,-118.180866,2087789449,https://www.zillow.com/homedetails/131-Bonito-Ave-APT-1-Long-Beach-CA-90802/2087789449_zpid/
517,4501 E 14th St,"$2,100/m",2 bds 1 ba 750 sqft,90804,33.784797,-118.140459,21201392,https://www.zillow.com/homedetails/4501-E-14th-St-Long-Beach-CA-90804/21201392_zpid/
518,558 Rose Ave,"$1,995/m",2 bds 1 ba -- sqft,90802,33.774002,-118.169472,2124084961,https://www.zillow.com/homedetails/558-Rose-Ave-Long-Beach-CA-90802/2124084961_zpid/
519,1119 Saint Louis Ave APT 6,"$1,395/m",Studio1 ba 375 sqft,90804,33.78121,-118.166865,2081742670,https://www.zillow.com/homedetails/1119-Saint-Louis-Ave-APT-6-Long-Beach-CA-90804/2081742670_zpid/
521,1127 E 4th St APT 206,"$1,995/m",2 bds 2 ba -- sqft,90802,33.77207,-118.177356,2081744027,https://www.zillow.com/homedetails/1127-E-4th-St-APT-206-Long-Beach-CA-90802/2081744027_zpid/
522,1132 E San Antonio Dr,"$1,525/m",1 bd1 ba -- sqft,90807,33.840443,-118.177237,2106931570,https://www.zillow.com/homedetails/1132-E-San-Antonio-Dr-Long-Beach-CA-90807/2106931570_zpid/
523,622 Walnut Ave,"$1,700/m","3 bds 1 ba 1,100 sqft",90802,33.774952,-118.171809,2101820362,https://www.zillow.com/homedetails/622-Walnut-Ave-Long-Beach-CA-90802/2101820362_zpid/
524,4668 E Barker Way,"$2,300+ ",2 bds ,90814,33.770969,-118.139214,21221003,https://www.zillow.com/homedetails/4668-E-Barker-Way-Long-Beach-CA-90814/21221003_zpid/
525,4700 Clair Del Ave APT 536,"$1,895/m",2 bds 1 ba 779 sqft,90807,33.84471,-118.164852,21166235,https://www.zillow.com/homedetails/4700-Clair-Del-Ave-APT-536-Long-Beach-CA-90807/21166235_zpid/
526,4228 N Lakewood Blvd APT D,"$1,395/m",1 bd1 ba -- sqft,90808,33.834509,-118.142165,2081746442,https://www.zillow.com/homedetails/4228-N-Lakewood-Blvd-APT-D-Long-Beach-CA-90808/2081746442_zpid/
527,1765 Obispo Ave APT 07,"$1,450/m",1 bd1 ba -- sqft,90804,33.789216,-118.154886,2081746441,https://www.zillow.com/homedetails/1765-Obispo-Ave-APT-07-Long-Beach-CA-90804/2081746441_zpid/
528,3638 E Ocean Blvd APT 5,"$2,595/m",2 bds 1 ba 975 sqft,90803,33.760495,-118.150028,2094228929,https://www.zillow.com/homedetails/3638-E-Ocean-Blvd-APT-5-Long-Beach-CA-90803/2094228929_zpid/
530,370 Obispo Ave APT 1,"$2,700/m","2 bds 1 ba 1,200 sqft",90814,33.770712,-118.15426,2089679025,https://www.zillow.com/homedetails/370-Obispo-Ave-APT-1-Long-Beach-CA-90814/2089679025_zpid/
531,W 7th St,"$1,795/m","1 bd1.5 ba 1,000 sqft",90813,33.77536,-118.1957,2081751697,https://www.zillow.com/homedetails/W-7th-St-Long-Beach-CA-90813/2081751697_zpid/
532,911 Elm Ave,"$1,495/m",1 bd1 ba -- sqft,90813,33.778071,-118.187954,2081753177,https://www.zillow.com/homedetails/911-Elm-Ave-Long-Beach-CA-90813/2081753177_zpid/
533,734 Gaviota Ave # 734,"$2,890/m",5 bds 2 ba -- sqft,90813,33.77604,-118.170594,2088020499,https://www.zillow.com/homedetails/734-Gaviota-Ave-734-Long-Beach-CA-90813/2088020499_zpid/
535,2200 E 6th St,"$1,795+ ",2 bds ,90814,33.773714,-118.165388,2114275569,https://www.zillow.com/homedetails/2200-E-6th-St-APT-6-Long-Beach-CA-90814/2114275569_zpid/
536,218 Loma Ave APT 6,"$2,150/m",2 bds 1 ba 850 sqft,90803,33.76402,-118.149916,2095993718,https://www.zillow.com/homedetails/218-Loma-Ave-APT-6-Long-Beach-CA-90803/2095993718_zpid/
537,2310 E 5th St APT 1,"$2,995/m","3 bds 3 ba 1,000 sqft",90814,33.772347,-118.163778,2081754900,https://www.zillow.com/homedetails/2310-E-5th-St-APT-1-Long-Beach-CA-90814/2081754900_zpid/
538,1086 Stanley Ave APT 304,"$2,250/m",2 bds 2 ba 900 sqft,90804,33.780494,-118.161909,2081754977,https://www.zillow.com/homedetails/1086-Stanley-Ave-APT-304-Long-Beach-CA-90804/2081754977_zpid/
539,1730 Locust Ave,"$2,563/m","3 bds 2 ba 1,500 sqft",90813,33.788706,-118.190607,250343092,https://www.zillow.com/homedetails/1730-Locust-Ave-Long-Beach-CA-90813/250343092_zpid/
540,1614 Cherry Ave APT 8,"$1,895/m",2 bds 1 ba -- sqft,90813,33.787479,-118.167246,2081755033,https://www.zillow.com/homedetails/1614-Cherry-Ave-APT-8-Long-Beach-CA-90813/2081755033_zpid/
541,1109 E 1st St APT 11,"$1,550/m",Studio1 ba 380 sqft,90802,33.767267,-118.178517,21232031,https://www.zillow.com/homedetails/1109-E-1st-St-APT-11-Long-Beach-CA-90802/21232031_zpid/
543,1424 E 53rd St,"$2,100/m","2 bds 1 ba 1,000 sqft",90805,33.852357,-118.174717,21154415,https://www.zillow.com/homedetails/1424-E-53rd-St-Long-Beach-CA-90805/21154415_zpid/
544,3933 E Broadway APT 307,"$1,295/m",Studio1 ba -- sqft,90803,33.764671,-118.146216,2091273319,https://www.zillow.com/homedetails/3933-E-Broadway-APT-307-Long-Beach-CA-90803/2091273319_zpid/
546,18 Via Di Roma Walk,"$4,700/m","2 bds 2 ba 1,390 sqft",90803,33.75177,-118.121146,21216128,https://www.zillow.com/homedetails/18-Via-Di-Roma-Walk-Long-Beach-CA-90803/21216128_zpid/
547,1442 Henderson Ave,"$1,650/m",2 bds 1 ba 950 sqft,90813,33.78512,-118.196995,2081764186,https://www.zillow.com/homedetails/1442-Henderson-Ave-Long-Beach-CA-90813/2081764186_zpid/
548,Hathaway Ave,"$2,550/m",2 bds 2 ba 900 sqft,90815,33.79513,-118.15151,2081764545,https://www.zillow.com/homedetails/Hathaway-Ave-Long-Beach-CA-90815/2081764545_zpid/
549,1095 Orange Ave APT 3,"$1,325/m",1 bd1 ba -- sqft,90813,33.780635,-118.176513,2088743857,https://www.zillow.com/homedetails/1095-Orange-Ave-APT-3-Long-Beach-CA-90813/2088743857_zpid/
551,555 E San Antonio Dr APT 1,"$1,695/m",2 bds 1 ba 900 sqft,90807,33.83663,-118.186024,2089381698,https://www.zillow.com/homedetails/555-E-San-Antonio-Dr-APT-1-Long-Beach-CA-90807/2089381698_zpid/
552,1035 Raymond Ave,"$1,995/m","3 bds 2 ba 1,650 sqft",90804,33.779699,-118.164692,2110699399,https://www.zillow.com/homedetails/1035-Raymond-Ave-Long-Beach-CA-90804/2110699399_zpid/
553,636 Linden Ave APT 10,"$1,250/m",Studio1 ba -- sqft,90802,33.774884,-118.185981,2085445760,https://www.zillow.com/homedetails/636-Linden-Ave-APT-10-Long-Beach-CA-90802/2085445760_zpid/
554,2315 Earl Ave APT 302,"$1,750/m",2 bds 1.5 ba -- sqft,90806,33.799328,-118.191885,2115095024,https://www.zillow.com/homedetails/2315-Earl-Ave-APT-302-Long-Beach-CA-90806/2115095024_zpid/
555,721 E 7th St APT 103,"$1,150/m",Studio1 ba -- sqft,90813,33.775649,-118.183141,2083354546,https://www.zillow.com/homedetails/721-E-7th-St-APT-103-Long-Beach-CA-90813/2083354546_zpid/
556,441 Dawson Ave APT D,"$1,595/m",1 bd1 ba 400 sqft,90814,33.77247,-118.165854,2091165243,https://www.zillow.com/homedetails/441-Dawson-Ave-APT-D-Long-Beach-CA-90814/2091165243_zpid/
557,1122 Gladys Ave APT 7,"$1,195/m",Studio1 ba -- sqft,90804,33.781205,-118.157527,2101171074,https://www.zillow.com/homedetails/1122-Gladys-Ave-APT-7-Long-Beach-CA-90804/2101171074_zpid/
558,214 Glendora Ave,"$3,600/m","2 bds 1 ba 1,002 sqft",90803,33.760048,-118.131948,21220151,https://www.zillow.com/homedetails/214-Glendora-Ave-Long-Beach-CA-90803/21220151_zpid/
559,2131 Tevis Ave,"$3,400/m","4 bds 2 ba 2,400 sqft",90815,33.794645,-118.111072,21206469,https://www.zillow.com/homedetails/2131-Tevis-Ave-Long-Beach-CA-90815/21206469_zpid/
561,1211 Magnolia Ave APT 4,"$1,395/m",1 bd1 ba -- sqft,90813,33.781726,-118.198435,2081766041,https://www.zillow.com/homedetails/1211-Magnolia-Ave-APT-4-Long-Beach-CA-90813/2081766041_zpid/
562,41 Nieto Ave # A,"$2,250/m","2 bds 1 ba 1,000 sqft",90803,33.756707,-118.137543,2081766669,https://www.zillow.com/homedetails/41-Nieto-Ave-A-Long-Beach-CA-90803/2081766669_zpid/
563,3560 Ely Ave,"$2,800/m","3 bds 2 ba 1,064 sqft",90808,33.820985,-118.068437,21138992,https://www.zillow.com/homedetails/3560-Ely-Ave-Long-Beach-CA-90808/21138992_zpid/
564,2192 Pacific Ave,"$2,000/m","2 bds 1 ba 1,209 sqft",90806,33.796939,-118.193451,2081767032,https://www.zillow.com/homedetails/2192-Pacific-Ave-Long-Beach-CA-90806/2081767032_zpid/
565,770 Roswell Ave APT 8,"$1,795/m",2 bds 1 ba 700 sqft,90804,33.776585,-118.1434,2097493942,https://www.zillow.com/homedetails/770-Roswell-Ave-APT-8-Long-Beach-CA-90804/2097493942_zpid/
567,246 Santa Ana Ave APT 9,"$1,750/m",1 bd1 ba -- sqft,90803,33.760667,-118.129783,2090371238,https://www.zillow.com/homedetails/246-Santa-Ana-Ave-APT-9-Long-Beach-CA-90803/2090371238_zpid/
568,3549 Josie Ave,"$2,795/m",3 bds 1 ba 946 sqft,90808,33.822086,-118.105461,21137510,https://www.zillow.com/homedetails/3549-Josie-Ave-Long-Beach-CA-90808/21137510_zpid/
569,1538 E 3rd St,"$1,150/m",Studio1 ba -- sqft,90802,33.769247,-118.172099,2084114785,https://www.zillow.com/homedetails/1538-E-3rd-St-Long-Beach-CA-90802/2084114785_zpid/
570,1345 Stanley Ave,"$1,200/m",1 bd1 ba -- sqft,90804,33.783543,-118.162256,2081770263,https://www.zillow.com/homedetails/1345-Stanley-Ave-Long-Beach-CA-90804/2081770263_zpid/
571,701 Ohio Ave APT 5,"$1,150/m",Studio1 ba 410 sqft,90804,33.775633,-118.160245,2081770495,https://www.zillow.com/homedetails/701-Ohio-Ave-APT-5-Long-Beach-CA-90804/2081770495_zpid/
572,211 Mira Mar Ave # WDJK33W,"$1,800/m",Studio1 ba 600 sqft,90803,33.763185,-118.147292,2081774573,https://www.zillow.com/homedetails/211-Mira-Mar-Ave-WDJK33W-Long-Beach-CA-90803/2081774573_zpid/
573,1722 Coronado Ave,"$1,450/m","2 bds 1 ba 1,000 sqft",90804,33.788526,-118.153184,2084114871,https://www.zillow.com/homedetails/1722-Coronado-Ave-Long-Beach-CA-90804/2084114871_zpid/
574,2104 E Florida St # UTITI,"$2,150/m",1 bd1 ba 795 sqft,90814,33.771703,-118.144062,2081884629,https://www.zillow.com/homedetails/2104-E-Florida-St-UTITI-Long-Beach-CA-90814/2081884629_zpid/
577,1054 Ximeno Ave,"$2,000/m",2 bds 1 ba 732 sqft,90804,33.780044,-118.141549,2081777157,https://www.zillow.com/homedetails/1054-Ximeno-Ave-Long-Beach-CA-90804/2081777157_zpid/
578,7890 E Spring St UNIT 22A,"$1,700/m",1 bd1 ba 633 sqft,90815,33.808917,-118.079805,21209681,https://www.zillow.com/homedetails/7890-E-Spring-St-UNIT-22A-Long-Beach-CA-90815/21209681_zpid/
579,2636 Fashion Ave,"$2,895/m",3 bds 1 ba 978 sqft,90810,33.805174,-118.208606,21247544,https://www.zillow.com/homedetails/2636-Fashion-Ave-Long-Beach-CA-90810/21247544_zpid/
580,1516 Cedar Ave # 1516,"$1,695/m",1 bd1 ba -- sqft,90813,33.786642,-118.19468,2081777443,https://www.zillow.com/homedetails/1516-Cedar-Ave-1516-Long-Beach-CA-90813/2081777443_zpid/
582,2088 Chestnut Ave APT 2,"$1,895/m","2 bds 1 ba 1,200 sqft",90806,33.795153,-118.195573,2085646649,https://www.zillow.com/homedetails/2088-Chestnut-Ave-APT-2-Long-Beach-CA-90806/2085646649_zpid/
583,3117 E 6th St APT 3,"$2,045/m",2 bds 1 ba 800 sqft,90814,33.773779,-118.155257,2112132498,https://www.zillow.com/homedetails/3117-E-6th-St-APT-3-Long-Beach-CA-90814/2112132498_zpid/
584,1310 Junipero Ave,"$2,300/m",2 bds 1 ba -- sqft,90804,33.782893,-118.163136,2081779143,https://www.zillow.com/homedetails/1310-Junipero-Ave-Long-Beach-CA-90804/2081779143_zpid/
585,1516 N Stanton Pl APT 1,"$2,395/m",3 bds 1 ba -- sqft,90804,33.786791,-118.164311,2109505960,https://www.zillow.com/homedetails/1516-N-Stanton-Pl-APT-1-Long-Beach-CA-90804/2109505960_zpid/
586,3416 E 2nd St,"$1,650/m",1 bd1 ba -- sqft,90803,33.762982,-118.151484,2081779349,https://www.zillow.com/homedetails/3416-E-2nd-St-Long-Beach-CA-90803/2081779349_zpid/
587,591 John K Dr UNIT 102,"$3,400/m","3 bds 2.5 ba 1,974 sqft",90803,33.774825,-118.118591,21210621,https://www.zillow.com/homedetails/591-John-K-Dr-UNIT-102-Long-Beach-CA-90803/21210621_zpid/
588,2240 Santa Fe Ave APT E,"$1,195/m",1 bd1 ba 450 sqft,90810,33.798112,-118.214839,2096278485,https://www.zillow.com/homedetails/2240-Santa-Fe-Ave-APT-E-Long-Beach-CA-90810/2096278485_zpid/
589,985 N Park Cir APT 5,"$1,350/m",1 bd1 ba -- sqft,90813,33.779262,-118.200893,2093007713,https://www.zillow.com/homedetails/985-N-Park-Cir-APT-5-Long-Beach-CA-90813/2093007713_zpid/
590,468 Gaviota Ave APT 07,"$1,195/m",Studio1 ba -- sqft,90802,33.773008,-118.170647,2085888131,https://www.zillow.com/homedetails/468-Gaviota-Ave-APT-07-Long-Beach-CA-90802/2085888131_zpid/
591,350 Wisconsin Ave APT 7,"$1,995/m",2 bds 1 ba 720 sqft,90814,33.769772,-118.161362,2081783180,https://www.zillow.com/homedetails/350-Wisconsin-Ave-APT-7-Long-Beach-CA-90814/2081783180_zpid/
592,3101 E Coolidge St,"$3,050/m","4 bds 2 ba 1,300 sqft",90805,33.8736,-118.156709,21149068,https://www.zillow.com/homedetails/3101-E-Coolidge-St-Long-Beach-CA-90805/21149068_zpid/
593,535 W 3rd Street  535 W 3rd St,"$1,795+ ",2 bds ,90802,33.770811,-118.198854,2090723565,https://www.zillow.com/homedetails/535-W-3rd-St-APT-3-Long-Beach-CA-90802/2090723565_zpid/
594,535 W 3rd St APT 9,"$1,400/m",1 bd1 ba -- sqft,90802,33.770816,-118.198866,2084078441,https://www.zillow.com/homedetails/535-W-3rd-St-APT-9-Long-Beach-CA-90802/2084078441_zpid/
596,1857 Hackett Ave,"$3,995/m","3 bds 2 ba 1,573 sqft",90815,33.790185,-118.107142,21206770,https://www.zillow.com/homedetails/1857-Hackett-Ave-Long-Beach-CA-90815/21206770_zpid/
597,1906 E 1st St APT 1A,"$2,150/m",2 bds 1 ba 900 sqft,90802,33.765387,-118.168977,2105155132,https://www.zillow.com/homedetails/1906-E-1st-St-APT-1A-Long-Beach-CA-90802/2105155132_zpid/
598,2075 E Appleton St UNIT 27,"$1,795/m",1 bd1 ba 724 sqft,90803,33.767949,-118.166158,21229968,https://www.zillow.com/homedetails/2075-E-Appleton-St-UNIT-27-Long-Beach-CA-90803/21229968_zpid/
599,1100 E 3rd St APT 103,"$2,495/m","1 bd1 ba 1,220 sqft",90802,33.770001,-118.177857,82749778,https://www.zillow.com/homedetails/1100-E-3rd-St-APT-103-Long-Beach-CA-90802/82749778_zpid/
601,1211 Magnolia Ave APT 4,"$1,395/m",1 bd1 ba -- sqft,90813,33.781726,-118.198435,2081766041,https://www.zillow.com/homedetails/1211-Magnolia-Ave-APT-4-Long-Beach-CA-90813/2081766041_zpid/
602,41 Nieto Ave # A,"$2,250/m","2 bds 1 ba 1,000 sqft",90803,33.756707,-118.137543,2081766669,https://www.zillow.com/homedetails/41-Nieto-Ave-A-Long-Beach-CA-90803/2081766669_zpid/
603,3560 Ely Ave,"$2,800/m","3 bds 2 ba 1,064 sqft",90808,33.820985,-118.068437,21138992,https://www.zillow.com/homedetails/3560-Ely-Ave-Long-Beach-CA-90808/21138992_zpid/
604,2192 Pacific Ave,"$2,000/m","2 bds 1 ba 1,209 sqft",90806,33.796939,-118.193451,2081767032,https://www.zillow.com/homedetails/2192-Pacific-Ave-Long-Beach-CA-90806/2081767032_zpid/
605,770 Roswell Ave APT 8,"$1,795/m",2 bds 1 ba 700 sqft,90804,33.776585,-118.1434,2097493942,https://www.zillow.com/homedetails/770-Roswell-Ave-APT-8-Long-Beach-CA-90804/2097493942_zpid/
607,246 Santa Ana Ave APT 9,"$1,750/m",1 bd1 ba -- sqft,90803,33.760667,-118.129783,2090371238,https://www.zillow.com/homedetails/246-Santa-Ana-Ave-APT-9-Long-Beach-CA-90803/2090371238_zpid/
608,3549 Josie Ave,"$2,795/m",3 bds 1 ba 946 sqft,90808,33.822086,-118.105461,21137510,https://www.zillow.com/homedetails/3549-Josie-Ave-Long-Beach-CA-90808/21137510_zpid/
609,1538 E 3rd St,"$1,150/m",Studio1 ba -- sqft,90802,33.769247,-118.172099,2084114785,https://www.zillow.com/homedetails/1538-E-3rd-St-Long-Beach-CA-90802/2084114785_zpid/
610,1345 Stanley Ave,"$1,200/m",1 bd1 ba -- sqft,90804,33.783543,-118.162256,2081770263,https://www.zillow.com/homedetails/1345-Stanley-Ave-Long-Beach-CA-90804/2081770263_zpid/
611,701 Ohio Ave APT 5,"$1,150/m",Studio1 ba 410 sqft,90804,33.775633,-118.160245,2081770495,https://www.zillow.com/homedetails/701-Ohio-Ave-APT-5-Long-Beach-CA-90804/2081770495_zpid/
612,211 Mira Mar Ave # WDJK33W,"$1,800/m",Studio1 ba 600 sqft,90803,33.763185,-118.147292,2081774573,https://www.zillow.com/homedetails/211-Mira-Mar-Ave-WDJK33W-Long-Beach-CA-90803/2081774573_zpid/
613,1722 Coronado Ave,"$1,450/m","2 bds 1 ba 1,000 sqft",90804,33.788526,-118.153184,2084114871,https://www.zillow.com/homedetails/1722-Coronado-Ave-Long-Beach-CA-90804/2084114871_zpid/
614,2104 E Florida St # UTITI,"$2,150/m",1 bd1 ba 795 sqft,90814,33.771703,-118.144062,2081884629,https://www.zillow.com/homedetails/2104-E-Florida-St-UTITI-Long-Beach-CA-90814/2081884629_zpid/
617,1054 Ximeno Ave,"$2,000/m",2 bds 1 ba 732 sqft,90804,33.780044,-118.141549,2081777157,https://www.zillow.com/homedetails/1054-Ximeno-Ave-Long-Beach-CA-90804/2081777157_zpid/
618,7890 E Spring St UNIT 22A,"$1,700/m",1 bd1 ba 633 sqft,90815,33.808917,-118.079805,21209681,https://www.zillow.com/homedetails/7890-E-Spring-St-UNIT-22A-Long-Beach-CA-90815/21209681_zpid/
619,1516 Cedar Ave # 1516,"$1,695/m",1 bd1 ba -- sqft,90813,33.786642,-118.19468,2081777443,https://www.zillow.com/homedetails/1516-Cedar-Ave-1516-Long-Beach-CA-90813/2081777443_zpid/
620,2636 Fashion Ave,"$2,895/m",3 bds 1 ba 978 sqft,90810,33.805174,-118.208606,21247544,https://www.zillow.com/homedetails/2636-Fashion-Ave-Long-Beach-CA-90810/21247544_zpid/
622,2088 Chestnut Ave APT 2,"$1,895/m","2 bds 1 ba 1,200 sqft",90806,33.795153,-118.195573,2085646649,https://www.zillow.com/homedetails/2088-Chestnut-Ave-APT-2-Long-Beach-CA-90806/2085646649_zpid/
623,3117 E 6th St APT 3,"$2,045/m",2 bds 1 ba 800 sqft,90814,33.773779,-118.155257,2112132498,https://www.zillow.com/homedetails/3117-E-6th-St-APT-3-Long-Beach-CA-90814/2112132498_zpid/
624,1310 Junipero Ave,"$2,300/m",2 bds 1 ba -- sqft,90804,33.782893,-118.163136,2081779143,https://www.zillow.com/homedetails/1310-Junipero-Ave-Long-Beach-CA-90804/2081779143_zpid/
625,1516 N Stanton Pl APT 1,"$2,395/m",3 bds 1 ba -- sqft,90804,33.786791,-118.164311,2109505960,https://www.zillow.com/homedetails/1516-N-Stanton-Pl-APT-1-Long-Beach-CA-90804/2109505960_zpid/
626,3416 E 2nd St,"$1,650/m",1 bd1 ba -- sqft,90803,33.762982,-118.151484,2081779349,https://www.zillow.com/homedetails/3416-E-2nd-St-Long-Beach-CA-90803/2081779349_zpid/
627,591 John K Dr UNIT 102,"$3,400/m","3 bds 2.5 ba 1,974 sqft",90803,33.774825,-118.118591,21210621,https://www.zillow.com/homedetails/591-John-K-Dr-UNIT-102-Long-Beach-CA-90803/21210621_zpid/
628,2240 Santa Fe Ave APT E,"$1,195/m",1 bd1 ba 450 sqft,90810,33.798112,-118.214839,2096278485,https://www.zillow.com/homedetails/2240-Santa-Fe-Ave-APT-E-Long-Beach-CA-90810/2096278485_zpid/
629,985 N Park Cir APT 5,"$1,350/m",1 bd1 ba -- sqft,90813,33.779262,-118.200893,2093007713,https://www.zillow.com/homedetails/985-N-Park-Cir-APT-5-Long-Beach-CA-90813/2093007713_zpid/
630,468 Gaviota Ave APT 07,"$1,195/m",Studio1 ba -- sqft,90802,33.773008,-118.170647,2085888131,https://www.zillow.com/homedetails/468-Gaviota-Ave-APT-07-Long-Beach-CA-90802/2085888131_zpid/
631,350 Wisconsin Ave APT 7,"$1,995/m",2 bds 1 ba 720 sqft,90814,33.769772,-118.161362,2081783180,https://www.zillow.com/homedetails/350-Wisconsin-Ave-APT-7-Long-Beach-CA-90814/2081783180_zpid/
632,3101 E Coolidge St,"$3,050/m","4 bds 2 ba 1,300 sqft",90805,33.8736,-118.156709,21149068,https://www.zillow.com/homedetails/3101-E-Coolidge-St-Long-Beach-CA-90805/21149068_zpid/
633,535 W 3rd St APT 9,"$1,400/m",1 bd1 ba -- sqft,90802,33.770816,-118.198866,2084078441,https://www.zillow.com/homedetails/535-W-3rd-St-APT-9-Long-Beach-CA-90802/2084078441_zpid/
634,535 W 3rd Street  535 W 3rd St,"$1,795+ ",2 bds ,90802,33.770811,-118.198854,2090723565,https://www.zillow.com/homedetails/535-W-3rd-St-APT-3-Long-Beach-CA-90802/2090723565_zpid/
636,1857 Hackett Ave,"$3,995/m","3 bds 2 ba 1,573 sqft",90815,33.790185,-118.107142,21206770,https://www.zillow.com/homedetails/1857-Hackett-Ave-Long-Beach-CA-90815/21206770_zpid/
637,1906 E 1st St APT 1A,"$2,150/m",2 bds 1 ba 900 sqft,90802,33.765387,-118.168977,2105155132,https://www.zillow.com/homedetails/1906-E-1st-St-APT-1A-Long-Beach-CA-90802/2105155132_zpid/
638,2075 E Appleton St UNIT 27,"$1,795/m",1 bd1 ba 724 sqft,90803,33.767949,-118.166158,21229968,https://www.zillow.com/homedetails/2075-E-Appleton-St-UNIT-27-Long-Beach-CA-90803/21229968_zpid/
